0,1,2,3,4,5,6,7,8,9
20197803,겨울왕국 2,,Frozen 2,"[{'auditNo': '2019-MF02288', 'watchGradeNm': '전체관람가'}]",20191121,2019,103,[{'genreNm': '애니메이션'}],"[{'peopleNm': '크리스 벅', 'peopleNmEn': 'Chris Buck'}, {'peopleNm': '제니퍼 리', 'peopleNmEn': 'Jennifer Lee'}]"
20195002,블랙머니,Zealarabi,BLACK MONEY,"[{'auditNo': '2019-MF02223', 'watchGradeNm': '12세이상관람가'}]",20191113,2019,113,"[{'genreNm': '범죄'}, {'genreNm': '드라마'}]","[{'peopleNm': '정지영', 'peopleNmEn': 'CHUNG Ji-young'}]"
20181434,신의 한 수: 귀수편,,The Divine Move 2: The Wrathful,"[{'auditNo': '2019-MF02180', 'watchGradeNm': '15세이상관람가'}]",20191107,2019,106,"[{'genreNm': '범죄'}, {'genreNm': '액션'}]","[{'peopleNm': '리건', 'peopleNmEn': 'LEE Khan'}]"
20191029,82년생 김지영,,"KIM JI-YOUNG, BORN 1982","[{'auditNo': '2019-MF02102', 'watchGradeNm': '12세이상관람가'}]",20191023,2019,118,[{'genreNm': '드라마'}],"[{'peopleNm': '김도영', 'peopleNmEn': 'KIM Do-young'}]"
20192083,터미네이터: 다크 페이트,,Terminator: Dark Fate,"[{'auditNo': '2019-MF02179', 'watchGradeNm': '15세이상관람가'}]",20191030,2019,128,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': 'SF'}]","[{'peopleNm': '팀 밀러', 'peopleNmEn': 'Tim Miller'}]"
20196284,윤희에게,滿月,Moonlit Winter,"[{'auditNo': '2019-MF02026', 'watchGradeNm': '12세이상관람가'}]",20191114,2019,104,[{'genreNm': '멜로/로맨스'}],"[{'peopleNm': '임대형', 'peopleNmEn': 'LIM Dae-hyung'}]"
20190280,날씨의 아이,,Weathering With You,"[{'auditNo': '2019-MF01942', 'watchGradeNm': '15세이상관람가'}]",20191030,2019,112,"[{'genreNm': '애니메이션'}, {'genreNm': '판타지'}, {'genreNm': '멜로/로맨스'}]","[{'peopleNm': '신카이 마코토', 'peopleNmEn': 'Makoto Shinkai'}]"
20198942,아이리시맨,,The Irishman,"[{'auditNo': '2019-MF02293', 'watchGradeNm': '청소년관람불가'}]",20191120,2019,208,"[{'genreNm': '범죄'}, {'genreNm': '드라마'}, {'genreNm': '스릴러'}]","[{'peopleNm': '마틴 스코세이지', 'peopleNmEn': 'Martin Scorsese'}]"
20184341,얼굴없는 보스,,The Faceless Boss,"[{'auditNo': '2019-MF01491', 'watchGradeNm': '15세이상관람가'}]",20191121,2019,114,"[{'genreNm': '액션'}, {'genreNm': '드라마'}]","[{'peopleNm': '송창용', 'peopleNmEn': 'SONG Chang-yong'}]"
20197721,엔젤 해즈 폴른,,Angel Has Fallen,"[{'auditNo': '2019-MF02166', 'watchGradeNm': '15세이상관람가'}]",20191113,2019,120,"[{'genreNm': '액션'}, {'genreNm': '스릴러'}]","[{'peopleNm': '릭 로먼 워', 'peopleNmEn': 'Ric Roman Waugh'}]"
20195002,블랙머니,Zealarabi,BLACK MONEY,"[{'auditNo': '2019-MF02223', 'watchGradeNm': '12세이상관람가'}]",20191113,2019,113,"[{'genreNm': '범죄'}, {'genreNm': '드라마'}]","[{'peopleNm': '정지영', 'peopleNmEn': 'CHUNG Ji-young'}]"
20181434,신의 한 수: 귀수편,,The Divine Move 2: The Wrathful,"[{'auditNo': '2019-MF02180', 'watchGradeNm': '15세이상관람가'}]",20191107,2019,106,"[{'genreNm': '범죄'}, {'genreNm': '액션'}]","[{'peopleNm': '리건', 'peopleNmEn': 'LEE Khan'}]"
20191029,82년생 김지영,,"KIM JI-YOUNG, BORN 1982","[{'auditNo': '2019-MF02102', 'watchGradeNm': '12세이상관람가'}]",20191023,2019,118,[{'genreNm': '드라마'}],"[{'peopleNm': '김도영', 'peopleNmEn': 'KIM Do-young'}]"
20192083,터미네이터: 다크 페이트,,Terminator: Dark Fate,"[{'auditNo': '2019-MF02179', 'watchGradeNm': '15세이상관람가'}]",20191030,2019,128,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': 'SF'}]","[{'peopleNm': '팀 밀러', 'peopleNmEn': 'Tim Miller'}]"
20197279,아담스 패밀리,,The Addams Family,"[{'auditNo': '2019-MF02121', 'watchGradeNm': '전체관람가'}]",20191107,2019,86,"[{'genreNm': '애니메이션'}, {'genreNm': '코미디'}, {'genreNm': '가족'}]","[{'peopleNm': '그렉 티어넌', 'peopleNmEn': 'Greg Tiernan'}, {'peopleNm': '콘래드 베논', 'peopleNmEn': 'Conrad Vernon'}]"
20197721,엔젤 해즈 폴른,,Angel Has Fallen,"[{'auditNo': '2019-MF02166', 'watchGradeNm': '15세이상관람가'}]",20191113,2019,120,"[{'genreNm': '액션'}, {'genreNm': '스릴러'}]","[{'peopleNm': '릭 로먼 워', 'peopleNmEn': 'Ric Roman Waugh'}]"
20198421,좀비랜드: 더블 탭,,Zombieland: Double Tap,"[{'auditNo': '2019-MF02267', 'watchGradeNm': '15세이상관람가'}]",20191113,2019,98,"[{'genreNm': '액션'}, {'genreNm': '코미디'}, {'genreNm': '공포(호러)'}]","[{'peopleNm': '루벤 플레셔', 'peopleNmEn': 'Ruben Fleischer'}]"
20190280,날씨의 아이,,Weathering With You,"[{'auditNo': '2019-MF01942', 'watchGradeNm': '15세이상관람가'}]",20191030,2019,112,"[{'genreNm': '애니메이션'}, {'genreNm': '판타지'}, {'genreNm': '멜로/로맨스'}]","[{'peopleNm': '신카이 마코토', 'peopleNmEn': 'Makoto Shinkai'}]"
20196284,윤희에게,滿月,Moonlit Winter,"[{'auditNo': '2019-MF02026', 'watchGradeNm': '12세이상관람가'}]",20191114,2019,104,[{'genreNm': '멜로/로맨스'}],"[{'peopleNm': '임대형', 'peopleNmEn': 'LIM Dae-hyung'}]"
20196760,대통령의 7시간,,President's 7 Hours,"[{'auditNo': '', 'watchGradeNm': '12세이상관람가'}]",20191114,2019,78,[{'genreNm': '다큐멘터리'}],"[{'peopleNm': '이상호', 'peopleNmEn': 'LEE Sang-ho'}]"
20181434,신의 한 수: 귀수편,,The Divine Move 2: The Wrathful,"[{'auditNo': '2019-MF02180', 'watchGradeNm': '15세이상관람가'}]",20191107,2019,106,"[{'genreNm': '범죄'}, {'genreNm': '액션'}]","[{'peopleNm': '리건', 'peopleNmEn': 'LEE Khan'}]"
20192083,터미네이터: 다크 페이트,,Terminator: Dark Fate,"[{'auditNo': '2019-MF02179', 'watchGradeNm': '15세이상관람가'}]",20191030,2019,128,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': 'SF'}]","[{'peopleNm': '팀 밀러', 'peopleNmEn': 'Tim Miller'}]"
20191029,82년생 김지영,,"KIM JI-YOUNG, BORN 1982","[{'auditNo': '2019-MF02102', 'watchGradeNm': '12세이상관람가'}]",20191023,2019,118,[{'genreNm': '드라마'}],"[{'peopleNm': '김도영', 'peopleNmEn': 'KIM Do-young'}]"
20197279,아담스 패밀리,,The Addams Family,"[{'auditNo': '2019-MF02121', 'watchGradeNm': '전체관람가'}]",20191107,2019,86,"[{'genreNm': '애니메이션'}, {'genreNm': '코미디'}, {'genreNm': '가족'}]","[{'peopleNm': '그렉 티어넌', 'peopleNmEn': 'Greg Tiernan'}, {'peopleNm': '콘래드 베논', 'peopleNmEn': 'Conrad Vernon'}]"
20190280,날씨의 아이,,Weathering With You,"[{'auditNo': '2019-MF01942', 'watchGradeNm': '15세이상관람가'}]",20191030,2019,112,"[{'genreNm': '애니메이션'}, {'genreNm': '판타지'}, {'genreNm': '멜로/로맨스'}]","[{'peopleNm': '신카이 마코토', 'peopleNmEn': 'Makoto Shinkai'}]"
20193801,닥터 슬립,,Doctor Sleep,"[{'auditNo': '2019-MF02224', 'watchGradeNm': '15세이상관람가'}]",20191107,2019,151,[{'genreNm': '스릴러'}],"[{'peopleNm': '마이크 플래너건', 'peopleNmEn': 'Mike Flanagan'}]"
20191589,말레피센트 2,,Maleficent: Mistress of Evil,"[{'auditNo': '2019-MF02072', 'watchGradeNm': '12세이상관람가'}]",20191017,2019,118,"[{'genreNm': '어드벤처'}, {'genreNm': '가족'}, {'genreNm': '판타지'}]","[{'peopleNm': '요아킴 뢰닝', 'peopleNmEn': 'Joachim Ronning'}]"
20199950,조커,,Joker,"[{'auditNo': '2019-MF01822', 'watchGradeNm': '15세이상관람가'}]",20191002,2019,122,"[{'genreNm': '액션'}, {'genreNm': '드라마'}, {'genreNm': '스릴러'}]","[{'peopleNm': '토드 필립스', 'peopleNmEn': 'Todd Phillips'}]"
20195920,가장 보통의 연애,,Crazy Romance,"[{'auditNo': '2019-MF01943', 'watchGradeNm': '15세이상관람가'}]",20191002,2019,109,"[{'genreNm': '멜로/로맨스'}, {'genreNm': '코미디'}]","[{'peopleNm': '김한결', 'peopleNmEn': 'KIM Han-gyeol'}]"
20197981,패트와 매트: 우당탕탕 크리스마스,,Pat a Mat: Zimní radovánky,"[{'auditNo': '2019-MF02283', 'watchGradeNm': '전체관람가'}]",20191107,2018,77,"[{'genreNm': '애니메이션'}, {'genreNm': '가족'}]","[{'peopleNm': '마렉 베네슈', 'peopleNmEn': 'Marek BENES'}]"
20192083,터미네이터: 다크 페이트,,Terminator: Dark Fate,"[{'auditNo': '2019-MF02179', 'watchGradeNm': '15세이상관람가'}]",20191030,2019,128,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': 'SF'}]","[{'peopleNm': '팀 밀러', 'peopleNmEn': 'Tim Miller'}]"
20191029,82년생 김지영,,"KIM JI-YOUNG, BORN 1982","[{'auditNo': '2019-MF02102', 'watchGradeNm': '12세이상관람가'}]",20191023,2019,118,[{'genreNm': '드라마'}],"[{'peopleNm': '김도영', 'peopleNmEn': 'KIM Do-young'}]"
20190280,날씨의 아이,,Weathering With You,"[{'auditNo': '2019-MF01942', 'watchGradeNm': '15세이상관람가'}]",20191030,2019,112,"[{'genreNm': '애니메이션'}, {'genreNm': '판타지'}, {'genreNm': '멜로/로맨스'}]","[{'peopleNm': '신카이 마코토', 'peopleNmEn': 'Makoto Shinkai'}]"
20191589,말레피센트 2,,Maleficent: Mistress of Evil,"[{'auditNo': '2019-MF02072', 'watchGradeNm': '12세이상관람가'}]",20191017,2019,118,"[{'genreNm': '어드벤처'}, {'genreNm': '가족'}, {'genreNm': '판타지'}]","[{'peopleNm': '요아킴 뢰닝', 'peopleNmEn': 'Joachim Ronning'}]"
20199950,조커,,Joker,"[{'auditNo': '2019-MF01822', 'watchGradeNm': '15세이상관람가'}]",20191002,2019,122,"[{'genreNm': '액션'}, {'genreNm': '드라마'}, {'genreNm': '스릴러'}]","[{'peopleNm': '토드 필립스', 'peopleNmEn': 'Todd Phillips'}]"
20192589,빅 위시,,SALMAS BIG WISH,"[{'auditNo': '2019-MF02116', 'watchGradeNm': '전체관람가'}]",20191030,2019,79,"[{'genreNm': '판타지'}, {'genreNm': '애니메이션'}, {'genreNm': '어드벤처'}]",[]
20195920,가장 보통의 연애,,Crazy Romance,"[{'auditNo': '2019-MF01943', 'watchGradeNm': '15세이상관람가'}]",20191002,2019,109,"[{'genreNm': '멜로/로맨스'}, {'genreNm': '코미디'}]","[{'peopleNm': '김한결', 'peopleNmEn': 'KIM Han-gyeol'}]"
20198184,빅 2: 황금열쇠 대소동,,Norm of the North: Keys to the Kingdom,"[{'auditNo': '2019-MF02137', 'watchGradeNm': '전체관람가'}]",20191030,2017,91,"[{'genreNm': '애니메이션'}, {'genreNm': '가족'}, {'genreNm': '코미디'}, {'genreNm': '어드벤처'}]",[]
20197054,빅트립: 아기팬더 배달 대모험,,Big trip,"[{'auditNo': '2019-MF02010', 'watchGradeNm': '전체관람가'}]",20191023,2019,82,[{'genreNm': '애니메이션'}],"[{'peopleNm': '바실리 로벤스키', 'peopleNmEn': 'Vasiliy Rovenskiy'}]"
20197392,프렌드 존,Qu ba! Nv shen bing tuan,Friend Zone,"[{'auditNo': '2019-MF01680', 'watchGradeNm': '12세이상관람가'}]",20191030,2019,119,"[{'genreNm': '멜로/로맨스'}, {'genreNm': '코미디'}]","[{'peopleNm': '차야놉 분프라콥', 'peopleNmEn': 'Chayanop Boonprakob'}]"
20191029,82년생 김지영,,"KIM JI-YOUNG, BORN 1982","[{'auditNo': '2019-MF02102', 'watchGradeNm': '12세이상관람가'}]",20191023,2019,118,[{'genreNm': '드라마'}],"[{'peopleNm': '김도영', 'peopleNmEn': 'KIM Do-young'}]"
20191589,말레피센트 2,,Maleficent: Mistress of Evil,"[{'auditNo': '2019-MF02072', 'watchGradeNm': '12세이상관람가'}]",20191017,2019,118,"[{'genreNm': '어드벤처'}, {'genreNm': '가족'}, {'genreNm': '판타지'}]","[{'peopleNm': '요아킴 뢰닝', 'peopleNmEn': 'Joachim Ronning'}]"
20199950,조커,,Joker,"[{'auditNo': '2019-MF01822', 'watchGradeNm': '15세이상관람가'}]",20191002,2019,122,"[{'genreNm': '액션'}, {'genreNm': '드라마'}, {'genreNm': '스릴러'}]","[{'peopleNm': '토드 필립스', 'peopleNmEn': 'Todd Phillips'}]"
20195920,가장 보통의 연애,,Crazy Romance,"[{'auditNo': '2019-MF01943', 'watchGradeNm': '15세이상관람가'}]",20191002,2019,109,"[{'genreNm': '멜로/로맨스'}, {'genreNm': '코미디'}]","[{'peopleNm': '김한결', 'peopleNmEn': 'KIM Han-gyeol'}]"
20196136,람보 : 라스트 워,,Rambo: Last Blood,"[{'auditNo': '2019-MF02158', 'watchGradeNm': '청소년관람불가'}]",20191023,2019,100,[{'genreNm': '액션'}],"[{'peopleNm': '애드리언 그런버그', 'peopleNmEn': 'Adrian Grunberg'}]"
20197054,빅트립: 아기팬더 배달 대모험,,Big trip,"[{'auditNo': '2019-MF02010', 'watchGradeNm': '전체관람가'}]",20191023,2019,82,[{'genreNm': '애니메이션'}],"[{'peopleNm': '바실리 로벤스키', 'peopleNmEn': 'Vasiliy Rovenskiy'}]"
20184483,퍼펙트맨,,Man of Men,"[{'auditNo': '2019-MF01916', 'watchGradeNm': '15세이상관람가'}]",20191002,2019,116,"[{'genreNm': '코미디'}, {'genreNm': '드라마'}]","[{'peopleNm': '용수', 'peopleNmEn': 'Yong-su'}]"
20197394,체크 히어로,Ternet ninja,Checkered Ninja,"[{'auditNo': '2019-MF02157', 'watchGradeNm': '전체관람가'}]",20191023,2018,75,"[{'genreNm': '애니메이션'}, {'genreNm': '액션'}, {'genreNm': '어드벤처'}]","[{'peopleNm': '앤더스 마테센', 'peopleNmEn': 'Anders Matthesen'}, {'peopleNm': '토르비욘 크리스토퍼센', 'peopleNmEn': 'Thorbjorn Christoffersen'}]"
19910247,터미네이터2 3D,Terminator II : Judgment Day,Terminator II,"[{'auditNo': '91-201', 'watchGradeNm': '중학생이상관람가'}, {'auditNo': '2015-MF00750 ', 'watchGradeNm': '15세이상관람가'}, {'auditNo': '2019-MF01930', 'watchGradeNm': ''}]",19910706,1991,137,"[{'genreNm': '액션'}, {'genreNm': 'SF'}, {'genreNm': '스릴러'}]","[{'peopleNm': '제임스 카메론', 'peopleNmEn': 'James Cameron'}]"
20198961,더 킹: 헨리 5세,,The King,"[{'auditNo': '2019-MF02176', 'watchGradeNm': '청소년관람불가'}]",20191023,2019,140,[{'genreNm': '드라마'}],"[{'peopleNm': '데이비드 미쇼', 'peopleNmEn': 'David Michod'}]"
20191589,말레피센트 2,,Maleficent: Mistress of Evil,"[{'auditNo': '2019-MF02072', 'watchGradeNm': '12세이상관람가'}]",20191017,2019,118,"[{'genreNm': '어드벤처'}, {'genreNm': '가족'}, {'genreNm': '판타지'}]","[{'peopleNm': '요아킴 뢰닝', 'peopleNmEn': 'Joachim Ronning'}]"
20199950,조커,,Joker,"[{'auditNo': '2019-MF01822', 'watchGradeNm': '15세이상관람가'}]",20191002,2019,122,"[{'genreNm': '액션'}, {'genreNm': '드라마'}, {'genreNm': '스릴러'}]","[{'peopleNm': '토드 필립스', 'peopleNmEn': 'Todd Phillips'}]"
20195920,가장 보통의 연애,,Crazy Romance,"[{'auditNo': '2019-MF01943', 'watchGradeNm': '15세이상관람가'}]",20191002,2019,109,"[{'genreNm': '멜로/로맨스'}, {'genreNm': '코미디'}]","[{'peopleNm': '김한결', 'peopleNmEn': 'KIM Han-gyeol'}]"
20185361,두번할까요,,"LOVE, AGAIN","[{'auditNo': '2019-MF01788', 'watchGradeNm': '15세이상관람가'}]",20191017,2019,112,"[{'genreNm': '코미디'}, {'genreNm': '멜로/로맨스'}]","[{'peopleNm': '박용집', 'peopleNmEn': 'PARK Yong-jip'}]"
20184483,퍼펙트맨,,Man of Men,"[{'auditNo': '2019-MF01916', 'watchGradeNm': '15세이상관람가'}]",20191002,2019,116,"[{'genreNm': '코미디'}, {'genreNm': '드라마'}]","[{'peopleNm': '용수', 'peopleNmEn': 'Yong-su'}]"
20191183,제미니 맨,,Gemini Man,"[{'auditNo': '2019-MF02071', 'watchGradeNm': '12세이상관람가'}, {'auditNo': '2019-MF02070 ', 'watchGradeNm': '12세이상관람가'}]",20191009,2019,116,"[{'genreNm': '액션'}, {'genreNm': '드라마'}, {'genreNm': 'SF'}]","[{'peopleNm': '이안', 'peopleNmEn': 'Ang Lee'}]"
20194223,너를 만난 여름,最好的我們,My Best Summer,"[{'auditNo': '2019-MF01959', 'watchGradeNm': '12세이상관람가'}]",20191016,2019,109,"[{'genreNm': '드라마'}, {'genreNm': '멜로/로맨스'}]","[{'peopleNm': '장적사', 'peopleNmEn': 'Disha Zhang'}]"
20197402,꼬마 자전거 스피디,,Bikes,"[{'auditNo': '2019-MF02034', 'watchGradeNm': '전체관람가'}]",20191017,2018,75,"[{'genreNm': '애니메이션'}, {'genreNm': '어드벤처'}]","[{'peopleNm': '마누엘 J. 가르시아', 'peopleNmEn': 'Manuel J. Garcia'}]"
20197141,와일드 로즈,,Wild Rose,"[{'auditNo': '2019-MF01898', 'watchGradeNm': '15세이상관람가'}]",20191017,2018,100,[{'genreNm': '드라마'}],"[{'peopleNm': '톰 하퍼', 'peopleNmEn': 'Tom Harper'}]"
20030003,클래식,,The Classic,"[{'auditNo': '2003-F011', 'watchGradeNm': '12세관람가'}]",20030130,2003,132,[{'genreNm': '드라마'}],"[{'peopleNm': '곽재용', 'peopleNmEn': 'KWAK Jae-yong'}]"
20199950,조커,,Joker,"[{'auditNo': '2019-MF01822', 'watchGradeNm': '15세이상관람가'}]",20191002,2019,122,"[{'genreNm': '액션'}, {'genreNm': '드라마'}, {'genreNm': '스릴러'}]","[{'peopleNm': '토드 필립스', 'peopleNmEn': 'Todd Phillips'}]"
20195920,가장 보통의 연애,,Crazy Romance,"[{'auditNo': '2019-MF01943', 'watchGradeNm': '15세이상관람가'}]",20191002,2019,109,"[{'genreNm': '멜로/로맨스'}, {'genreNm': '코미디'}]","[{'peopleNm': '김한결', 'peopleNmEn': 'KIM Han-gyeol'}]"
20184483,퍼펙트맨,,Man of Men,"[{'auditNo': '2019-MF01916', 'watchGradeNm': '15세이상관람가'}]",20191002,2019,116,"[{'genreNm': '코미디'}, {'genreNm': '드라마'}]","[{'peopleNm': '용수', 'peopleNmEn': 'Yong-su'}]"
20191183,제미니 맨,,Gemini Man,"[{'auditNo': '2019-MF02071', 'watchGradeNm': '12세이상관람가'}, {'auditNo': '2019-MF02070 ', 'watchGradeNm': '12세이상관람가'}]",20191009,2019,116,"[{'genreNm': '액션'}, {'genreNm': '드라마'}, {'genreNm': 'SF'}]","[{'peopleNm': '이안', 'peopleNmEn': 'Ang Lee'}]"
20193601,장사리 : 잊혀진 영웅들,,Battle of Jangsari,"[{'auditNo': '2019-MF01737', 'watchGradeNm': '12세이상관람가'}]",20190925,2019,103,[{'genreNm': '전쟁'}],"[{'peopleNm': '곽경택', 'peopleNmEn': 'KWAK Kyung-taek'}, {'peopleNm': '김태훈', 'peopleNmEn': 'KIM Tae-hun'}]"
20195941,소피와 드래곤: 마법책의 비밀,Printsessa i drakon,The Princess and The Dragon,"[{'auditNo': '2019-MF02003', 'watchGradeNm': '전체관람가'}]",20191002,2018,72,"[{'genreNm': '애니메이션'}, {'genreNm': '판타지'}, {'genreNm': '어드벤처'}]","[{'peopleNm': '마리나 네페도바', 'peopleNmEn': 'Marina Nefedova'}]"
20197691,잃어버린 세계를 찾아서,,Missing Link,"[{'auditNo': '2019-MF02048', 'watchGradeNm': '전체관람가'}]",20191009,2019,94,"[{'genreNm': '애니메이션'}, {'genreNm': '어드벤처'}]","[{'peopleNm': '크리스 버틀러', 'peopleNmEn': 'Chris Butler'}]"
20196380,몬스터 하우스,,GNOME ALONE,"[{'auditNo': '2019-MF01910', 'watchGradeNm': '전체관람가'}]",20191003,2017,85,"[{'genreNm': '애니메이션'}, {'genreNm': '어드벤처'}]","[{'peopleNm': '피터 레페니오티스', 'peopleNmEn': 'Peter Lepeniotis'}]"
20184243,판소리 복서,,My Punch-Drunk Boxer,"[{'auditNo': '2019-MF02052', 'watchGradeNm': '12세이상관람가'}]",20191009,2019,113,"[{'genreNm': '코미디'}, {'genreNm': '드라마'}]","[{'peopleNm': '정혁기', 'peopleNmEn': 'JUNG Hyuk-ki'}]"
20196671,쿵푸 보이,,Chhota Bheem Kung Fu Dhamaka,"[{'auditNo': '2019-MF02111', 'watchGradeNm': '전체관람가'}]",20191009,2019,94,[{'genreNm': '애니메이션'}],"[{'peopleNm': '라지브 칠라카', 'peopleNmEn': 'Rajiv Chilaka'}, {'peopleNm': '비나약 다스', 'peopleNmEn': 'Binayak Das'}]"
20199950,조커,,Joker,"[{'auditNo': '2019-MF01822', 'watchGradeNm': '15세이상관람가'}]",20191002,2019,122,"[{'genreNm': '액션'}, {'genreNm': '드라마'}, {'genreNm': '스릴러'}]","[{'peopleNm': '토드 필립스', 'peopleNmEn': 'Todd Phillips'}]"
20195920,가장 보통의 연애,,Crazy Romance,"[{'auditNo': '2019-MF01943', 'watchGradeNm': '15세이상관람가'}]",20191002,2019,109,"[{'genreNm': '멜로/로맨스'}, {'genreNm': '코미디'}]","[{'peopleNm': '김한결', 'peopleNmEn': 'KIM Han-gyeol'}]"
20184483,퍼펙트맨,,Man of Men,"[{'auditNo': '2019-MF01916', 'watchGradeNm': '15세이상관람가'}]",20191002,2019,116,"[{'genreNm': '코미디'}, {'genreNm': '드라마'}]","[{'peopleNm': '용수', 'peopleNmEn': 'Yong-su'}]"
20193601,장사리 : 잊혀진 영웅들,,Battle of Jangsari,"[{'auditNo': '2019-MF01737', 'watchGradeNm': '12세이상관람가'}]",20190925,2019,103,[{'genreNm': '전쟁'}],"[{'peopleNm': '곽경택', 'peopleNmEn': 'KWAK Kyung-taek'}, {'peopleNm': '김태훈', 'peopleNmEn': 'KIM Tae-hun'}]"
20195941,소피와 드래곤: 마법책의 비밀,Printsessa i drakon,The Princess and The Dragon,"[{'auditNo': '2019-MF02003', 'watchGradeNm': '전체관람가'}]",20191002,2018,72,"[{'genreNm': '애니메이션'}, {'genreNm': '판타지'}, {'genreNm': '어드벤처'}]","[{'peopleNm': '마리나 네페도바', 'peopleNmEn': 'Marina Nefedova'}]"
20196380,몬스터 하우스,,GNOME ALONE,"[{'auditNo': '2019-MF01910', 'watchGradeNm': '전체관람가'}]",20191003,2017,85,"[{'genreNm': '애니메이션'}, {'genreNm': '어드벤처'}]","[{'peopleNm': '피터 레페니오티스', 'peopleNmEn': 'Peter Lepeniotis'}]"
20194456,양자물리학,,By Quantum Physics: A Nightlife Venture,"[{'auditNo': '2019-MF01421', 'watchGradeNm': '15세이상관람가'}]",20190925,2019,119,[{'genreNm': '범죄'}],"[{'peopleNm': '이성태', 'peopleNmEn': 'LEE Seong-tae'}]"
20188750,나쁜 녀석들: 더 무비,,The Bad Guys: Reign of Chaos,"[{'auditNo': '2019-MF01498', 'watchGradeNm': '15세이상관람가'}]",20190911,2019,114,"[{'genreNm': '범죄'}, {'genreNm': '액션'}]","[{'peopleNm': '손용호', 'peopleNmEn': 'SON Yong-ho'}]"
20199446,원스 어폰 어 타임... 인 할리우드,,Once Upon a Time... in Hollywood,"[{'auditNo': '2019-MF01641', 'watchGradeNm': '청소년관람불가'}]",20190925,2019,161,"[{'genreNm': '드라마'}, {'genreNm': '코미디'}]","[{'peopleNm': '쿠엔틴 타란티노', 'peopleNmEn': 'Quentin Tarantino'}]"
20193665,47미터 2,,47 METERS DOWN: UNCAGED,"[{'auditNo': '2019-MF01713', 'watchGradeNm': '15세이상관람가'}]",20190828,2019,90,"[{'genreNm': '공포(호러)'}, {'genreNm': '스릴러'}]","[{'peopleNm': '요하네스 로버츠', 'peopleNmEn': 'Johannes Roberts'}]"
20193601,장사리 : 잊혀진 영웅들,,Battle of Jangsari,"[{'auditNo': '2019-MF01737', 'watchGradeNm': '12세이상관람가'}]",20190925,2019,103,[{'genreNm': '전쟁'}],"[{'peopleNm': '곽경택', 'peopleNmEn': 'KWAK Kyung-taek'}, {'peopleNm': '김태훈', 'peopleNmEn': 'KIM Tae-hun'}]"
20194456,양자물리학,,By Quantum Physics: A Nightlife Venture,"[{'auditNo': '2019-MF01421', 'watchGradeNm': '15세이상관람가'}]",20190925,2019,119,[{'genreNm': '범죄'}],"[{'peopleNm': '이성태', 'peopleNmEn': 'LEE Seong-tae'}]"
20188750,나쁜 녀석들: 더 무비,,The Bad Guys: Reign of Chaos,"[{'auditNo': '2019-MF01498', 'watchGradeNm': '15세이상관람가'}]",20190911,2019,114,"[{'genreNm': '범죄'}, {'genreNm': '액션'}]","[{'peopleNm': '손용호', 'peopleNmEn': 'SON Yong-ho'}]"
20199446,원스 어폰 어 타임... 인 할리우드,,Once Upon a Time... in Hollywood,"[{'auditNo': '2019-MF01641', 'watchGradeNm': '청소년관람불가'}]",20190925,2019,161,"[{'genreNm': '드라마'}, {'genreNm': '코미디'}]","[{'peopleNm': '쿠엔틴 타란티노', 'peopleNmEn': 'Quentin Tarantino'}]"
20192982,애드 아스트라,,AD ASTRA,"[{'auditNo': '2019-MF01850', 'watchGradeNm': '12세이상관람가'}]",20190919,2019,122,"[{'genreNm': 'SF'}, {'genreNm': '스릴러'}]","[{'peopleNm': '제임스 그레이', 'peopleNmEn': 'James Gray'}]"
20184483,퍼펙트맨,,Man of Men,"[{'auditNo': '2019-MF01916', 'watchGradeNm': '15세이상관람가'}]",20191002,2019,116,"[{'genreNm': '코미디'}, {'genreNm': '드라마'}]","[{'peopleNm': '용수', 'peopleNmEn': 'Yong-su'}]"
20184572,타짜: 원 아이드 잭,,Tazza: One Eyed Jack,"[{'auditNo': '2019-MF01716', 'watchGradeNm': '청소년관람불가'}]",20190911,2019,139,"[{'genreNm': '범죄'}, {'genreNm': '드라마'}]","[{'peopleNm': '권오광', 'peopleNmEn': 'KWON Oh-kwang'}]"
20195968,더 룸,,The Room,"[{'auditNo': '2019-MF01821', 'watchGradeNm': '15세이상관람가'}]",20190925,2019,99,"[{'genreNm': '미스터리'}, {'genreNm': '스릴러'}]","[{'peopleNm': '크리스티앙 볼크만', 'peopleNmEn': 'Christian Volckman'}]"
20193821,극장판 헬로카봇 : 달나라를 구해줘!,,Hello Carbot the Movie: Save the Moon,"[{'auditNo': '2019-MF01614', 'watchGradeNm': '전체관람가'}]",20190904,2019,75,[{'genreNm': '애니메이션'}],"[{'peopleNm': '최신규', 'peopleNmEn': 'CHOI Shin-gyu'}, {'peopleNm': '김진철', 'peopleNmEn': 'KIM Jin-cheol'}]"
20193807,예스터데이,,YESTERDAY,"[{'auditNo': '2019-MF01173', 'watchGradeNm': '12세이상관람가'}]",20190918,2019,116,[{'genreNm': '드라마'}],"[{'peopleNm': '대니 보일', 'peopleNmEn': 'Danny Boyle'}]"
